,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
1582,x,y,n,f,s,f,c,n,b,t,?,5,k,k,w,w,p,w,26,o,e,w,v,d,p
1583,x,s,p,f,c,f,c,n,p,e,b,552,s,s,w,w,p,w,27,o,p,n,v,d,p
1584,f,s,n,f,n,f,w,b,k,t,e,127,f,f,w,w,p,w,36,o,e,k,s,g,e
1585,x,s,y,t,l,f,c,b,k,e,c,2,s,s,w,w,p,w,74,o,p,n,n,m,e
1586,k,s,n,f,y,f,c,n,b,t,?,3,s,k,p,p,p,w,32,o,e,w,v,l,p
1587,k,y,b,t,n,f,c,b,w,e,?,224,s,s,w,w,p,w,27,t,e,w,c,w,e
1588,f,y,e,f,s,f,c,n,b,t,?,6,s,k,w,w,p,w,44,o,e,w,v,d,p
1589,f,f,e,t,n,f,c,b,u,t,b,55,s,s,p,p,p,w,44,o,p,k,v,d,e
1590,f,s,n,f,n,f,w,b,n,t,e,361,f,f,w,w,p,w,56,o,e,k,s,g,e
1591,x,y,e,f,s,f,c,n,b,t,?,2,s,k,w,p,p,w,27,o,e,w,v,p,p
1592,f,f,n,t,n,f,c,b,p,t,b,56,s,s,w,p,p,w,23,o,p,k,y,d,e
1593,f,f,g,f,n,f,c,n,g,e,e,49,s,s,w,w,p,w,32,o,p,n,y,u,e
1594,k,f,w,f,n,f,w,b,g,e,?,63,k,s,w,w,p,w,23,t,p,w,s,g,e
1595,f,s,n,f,y,f,c,n,b,t,?,20,s,k,w,p,p,w,23,o,e,w,v,d,p
1596,f,y,n,t,n,f,c,b,u,t,b,72,s,s,p,g,p,w,35,o,p,n,v,d,e
1597,f,y,e,t,n,f,c,b,p,t,b,11,s,s,g,p,p,w,25,o,p,n,y,d,e
1598,f,s,w,t,f,f,c,b,h,t,b,90,f,s,w,w,p,w,24,o,p,h,s,g,p
1599,x,y,e,f,f,f,c,n,b,t,?,23,s,k,p,p,p,w,31,o,e,w,v,d,p
1600,k,f,n,f,n,f,w,n,w,e,b,385,f,f,w,n,p,w,26,o,e,w,v,l,e
1601,x,y,y,f,f,f,c,b,p,e,b,7,k,k,n,p,p,w,26,o,l,h,y,g,p
1602,x,f,g,t,n,f,c,b,p,t,b,382,s,s,w,g,p,w,39,o,p,n,y,d,e
1603,x,s,w,f,n,f,w,b,h,t,e,89,s,f,w,w,p,w,23,o,e,k,a,g,e
1604,f,f,n,f,n,f,w,b,p,t,e,20,s,f,w,w,p,w,42,o,e,n,a,g,e
1605,b,f,g,f,n,f,w,b,p,e,?,41,s,k,w,w,p,w,87,t,p,w,n,g,e
1606,f,y,y,f,f,f,c,b,h,e,b,322,k,k,p,p,p,w,43,o,l,h,v,d,p
1607,f,f,g,t,n,f,c,b,p,t,b,212,s,s,g,w,p,w,42,o,p,k,v,d,e
1608,k,y,n,f,f,f,c,n,b,t,?,505,k,s,p,p,p,w,26,o,e,w,v,p,p
1609,b,s,w,t,n,f,c,b,w,e,b,3,s,s,w,w,p,w,23,t,p,r,v,m,p
1610,x,y,n,f,y,f,c,n,b,t,?,206,k,k,p,p,p,w,22,o,e,w,v,l,p
1611,f,y,e,t,n,f,c,b,n,t,b,70,s,s,w,p,p,w,26,o,p,k,y,d,e
1612,f,f,e,t,n,f,c,b,n,t,b,380,s,s,p,g,p,w,25,o,p,n,v,d,e
1613,x,f,y,f,f,f,c,b,p,e,b,235,k,k,b,b,p,w,33,o,l,h,y,g,p
1614,k,s,n,f,n,a,c,b,o,e,?,6,s,s,o,o,p,n,23,o,p,b,c,l,e
1615,k,y,e,f,s,f,c,n,b,t,?,315,s,k,w,w,p,w,25,o,e,w,v,d,p
1616,x,y,y,f,f,f,c,b,p,e,b,216,k,k,n,p,p,w,40,o,l,h,y,p,p
1617,x,y,y,t,l,f,c,b,w,e,r,71,s,y,w,w,p,w,22,o,p,n,s,p,e
1618,f,y,e,t,n,f,c,b,u,t,b,7,s,s,w,w,p,w,31,o,p,k,v,d,e
1619,f,s,e,t,n,f,c,b,w,e,?,102,s,s,w,w,p,w,25,t,e,w,c,w,e
1620,x,y,e,f,y,f,c,n,b,t,?,5,k,s,p,w,p,w,42,o,e,w,v,d,p
1621,f,y,y,f,f,f,c,b,g,e,b,8,k,k,p,p,p,w,31,o,l,h,y,p,p
1622,f,s,n,f,s,f,c,n,b,t,?,291,s,s,p,w,p,w,44,o,e,w,v,d,p
1623,k,y,e,f,s,f,c,n,b,t,?,483,k,k,p,w,p,w,32,o,e,w,v,p,p
1624,x,s,w,f,c,f,c,n,p,e,b,54,s,s,w,w,p,w,25,o,p,k,s,d,p
1625,b,y,y,t,a,f,c,b,w,e,c,44,s,s,w,w,p,w,23,o,p,k,s,m,e
1626,x,y,g,t,n,f,c,b,u,t,b,438,s,s,g,p,p,w,46,o,p,k,y,d,e
1627,f,s,n,f,y,f,c,n,b,t,?,390,k,s,w,w,p,w,61,o,e,w,v,d,p
1628,k,s,n,f,f,f,c,n,b,t,?,270,s,k,p,p,p,w,39,o,e,w,v,d,p
1629,k,f,g,f,n,f,w,b,g,e,?,198,k,s,w,w,p,w,24,t,p,w,s,g,e
1630,x,y,y,f,f,f,c,b,p,e,b,52,k,k,b,p,p,w,64,o,l,h,v,d,p
1631,x,s,g,f,n,f,w,b,k,t,e,99,f,f,w,w,p,w,23,o,e,n,a,g,e
1632,x,s,g,f,n,f,w,b,n,t,e,5,s,f,w,w,p,w,49,o,e,k,a,g,e
1633,f,f,g,f,f,f,c,b,h,e,b,58,k,k,n,p,p,w,50,o,l,h,y,g,p
1634,f,y,g,t,n,f,c,b,w,t,b,25,s,s,w,g,p,w,25,o,p,n,y,d,e
1635,f,s,w,f,n,f,w,b,h,t,e,50,s,s,w,w,p,w,60,o,e,k,s,g,e
1636,f,s,n,f,n,a,c,b,y,e,?,669,s,s,o,o,p,o,26,o,p,n,v,l,e
1637,f,y,g,f,f,f,c,b,h,e,b,64,k,k,p,n,p,w,33,o,l,h,v,g,p
1638,f,s,n,f,n,a,c,b,n,e,?,22,s,s,o,o,p,o,45,o,p,b,v,l,e
1639,x,s,w,t,p,f,c,n,w,e,e,178,s,s,w,w,p,w,26,o,p,k,s,u,p
1640,s,f,g,f,n,f,c,n,k,e,e,91,s,s,w,w,p,w,30,o,p,k,y,u,e
1641,x,s,e,f,s,f,c,n,b,t,?,143,s,k,w,p,p,w,23,o,e,w,v,l,p
1642,k,s,e,f,s,f,c,n,b,t,?,738,s,k,p,w,p,w,34,o,e,w,v,l,p
1643,x,f,y,f,f,f,c,b,g,e,b,185,k,k,b,n,p,w,27,o,l,h,y,g,p
1644,f,s,e,f,f,f,c,n,b,t,?,65,s,s,w,w,p,w,23,o,e,w,v,l,p
1645,x,s,w,f,n,f,w,b,p,t,e,59,f,f,w,w,p,w,23,o,e,k,a,g,e
1646,f,y,n,t,n,f,c,b,w,t,b,186,s,s,g,p,p,w,25,o,p,k,v,d,e
1647,f,f,g,f,f,f,c,b,h,e,b,147,k,k,b,b,p,w,25,o,l,h,v,d,p
1648,x,y,n,f,s,f,c,n,b,t,?,115,k,k,p,p,p,w,38,o,e,w,v,d,p
1649,f,f,g,t,n,f,c,b,u,t,b,144,s,s,p,w,p,w,23,o,p,n,v,d,e
1650,x,s,n,f,y,f,c,n,b,t,?,244,s,k,w,p,p,w,25,o,e,w,v,d,p
1651,f,f,g,f,n,f,w,b,p,t,e,4,f,f,w,w,p,w,23,o,e,k,a,g,e
1652,f,f,y,f,f,f,c,b,h,e,b,219,k,k,n,b,p,w,23,o,l,h,v,d,p
1653,x,y,b,t,n,f,c,b,w,e,?,177,s,s,w,w,p,w,35,t,e,w,c,w,e
1654,x,y,g,f,f,f,c,b,p,e,b,87,k,k,b,n,p,w,23,o,l,h,y,d,p
1655,f,y,n,f,y,f,c,n,b,t,?,304,s,s,p,p,p,w,46,o,e,w,v,l,p
1656,k,s,n,f,s,f,c,n,b,t,?,288,k,s,w,p,p,w,23,o,e,w,v,p,p
1657,x,f,g,f,n,f,w,b,k,t,e,25,f,s,w,w,p,w,24,o,e,k,a,g,e
1658,x,y,y,t,a,f,c,b,k,e,c,56,s,s,w,w,p,w,43,o,p,n,n,m,e
1659,x,f,n,t,n,f,c,b,w,t,b,126,s,s,p,p,p,w,24,o,p,n,v,d,e
1660,x,f,y,f,f,f,c,b,g,e,b,140,k,k,n,p,p,w,33,o,l,h,v,p,p
1661,f,f,y,f,f,f,c,b,h,e,b,235,k,k,p,b,p,w,23,o,l,h,y,g,p
1662,f,y,y,t,a,f,c,b,p,e,r,188,s,y,w,w,p,w,23,o,p,k,y,g,e
1663,x,f,g,f,f,f,c,b,h,e,b,192,k,k,p,p,p,w,14,o,l,h,v,d,p
1664,x,s,n,f,s,f,c,n,b,t,?,299,k,k,w,w,p,w,23,o,e,w,v,p,p
1665,b,y,w,t,a,f,c,b,n,e,c,53,s,s,w,w,p,w,29,o,p,n,s,m,e
1666,x,y,w,t,l,f,c,b,k,e,c,155,s,s,w,w,p,w,23,o,p,k,s,g,e
1667,x,s,g,f,n,f,w,b,w,e,?,494,k,s,w,w,p,w,24,t,p,w,n,g,e
1668,x,y,y,t,l,f,c,b,w,e,c,139,s,s,w,w,p,w,25,o,p,k,s,m,e
1669,f,s,g,f,n,f,w,b,k,t,e,278,s,s,w,w,p,w,35,o,e,n,s,g,e
1670,f,s,n,f,n,f,w,b,p,t,e,32,f,f,w,w,p,w,23,o,e,n,a,g,e
1671,x,s,e,t,n,f,c,b,e,e,?,108,s,s,e,e,p,w,43,t,e,w,c,w,e
1672,x,f,g,t,n,f,c,b,p,t,b,49,s,s,p,w,p,w,27,o,p,k,y,d,e
1673,k,f,w,f,n,f,w,b,p,e,?,234,k,k,w,w,p,w,23,t,p,w,n,g,e
1674,f,y,n,f,f,f,c,n,b,t,?,161,s,s,p,w,p,w,35,o,e,w,v,d,p
1675,x,y,g,t,n,f,c,b,w,t,b,209,s,s,g,g,p,w,25,o,p,n,v,d,e
1676,x,y,e,t,n,f,c,b,n,t,b,268,s,s,w,p,p,w,23,o,p,n,y,d,e
1677,x,s,n,f,f,f,c,n,b,t,?,15,k,k,w,p,p,w,34,o,e,w,v,l,p
1678,x,f,n,f,n,f,w,b,p,t,e,118,f,f,w,w,p,w,38,o,e,k,a,g,e
1679,x,y,y,f,f,f,c,b,g,e,b,85,k,k,p,n,p,w,32,o,l,h,v,d,p
1680,x,y,g,t,n,f,c,b,n,t,b,456,s,s,w,p,p,w,26,o,p,k,v,d,e
1681,x,f,y,f,f,f,c,b,h,e,b,8,k,k,n,n,p,w,44,o,l,h,v,d,p
1682,x,f,g,f,f,f,c,b,h,e,b,259,k,k,b,p,p,w,57,o,l,h,v,g,p
1683,f,f,g,f,f,f,c,b,g,e,b,237,k,k,n,b,p,w,23,o,l,h,y,g,p
1684,k,y,e,f,y,f,c,n,b,t,?,263,k,k,p,p,p,w,58,o,e,w,v,p,p
1685,x,y,y,f,f,f,c,b,p,e,b,302,k,k,p,p,p,w,37,o,l,h,y,g,p
1686,f,f,y,f,f,f,c,b,g,e,b,115,k,k,p,p,p,w,23,o,l,h,v,d,p
1687,x,s,e,f,f,f,c,n,b,t,?,258,s,k,p,p,p,w,25,o,e,w,v,l,p
1688,f,y,n,f,y,f,c,n,b,t,?,184,k,s,w,p,p,w,45,o,e,w,v,l,p
1689,x,y,g,t,n,f,c,b,w,t,b,92,s,s,p,w,p,w,27,o,p,k,v,d,e
1690,x,s,b,t,f,f,c,b,p,t,b,129,f,s,w,w,p,w,23,o,p,h,s,g,p
1691,f,f,n,t,n,f,c,b,u,t,b,190,s,s,w,w,p,w,25,o,p,n,y,d,e
1692,x,f,e,t,n,f,c,b,p,t,b,141,s,s,p,w,p,w,25,o,p,k,y,d,e
1693,x,s,b,t,f,f,c,b,p,t,b,154,s,f,w,w,p,w,34,o,p,h,s,g,p
1694,x,f,n,f,n,f,c,n,n,e,e,145,s,s,w,w,p,w,30,o,p,k,y,u,e
1695,f,f,e,t,n,f,c,b,w,t,b,13,s,s,w,p,p,w,36,o,p,k,v,d,e
1696,x,f,n,f,n,f,w,b,p,t,e,35,f,f,w,w,p,w,34,o,e,k,s,g,e
1697,b,s,n,f,n,a,c,b,n,e,?,33,s,s,o,o,p,n,48,o,p,n,v,l,e
1698,x,y,n,t,n,f,c,b,w,t,b,72,s,s,p,p,p,w,23,o,p,k,v,d,e
1699,x,y,e,f,y,f,c,n,b,t,?,429,k,k,p,p,p,w,40,o,e,w,v,p,p
1700,f,y,n,f,m,f,c,b,y,e,c,121,k,y,c,c,p,w,29,n,n,w,c,d,p
1701,x,y,e,t,n,f,c,b,w,t,b,404,s,s,p,p,p,w,29,o,p,k,v,d,e
1702,k,y,n,f,y,f,c,n,b,t,?,7,k,s,w,w,p,w,45,o,e,w,v,p,p
1703,x,f,n,t,n,f,c,b,n,t,b,130,s,s,p,p,p,w,40,o,p,n,v,d,e
1704,x,f,g,f,n,f,c,n,n,e,e,3,s,s,w,w,p,w,36,o,p,n,y,u,e
1705,b,y,n,f,n,f,c,n,w,e,?,280,k,y,w,y,p,w,46,o,e,w,v,d,p
1706,f,y,g,f,f,f,c,b,h,e,b,115,k,k,n,p,p,w,23,o,l,h,y,d,p
1707,f,s,n,f,n,a,c,b,n,e,?,291,s,s,o,o,p,o,23,o,p,y,c,l,e
1708,x,y,y,t,a,f,c,b,w,e,c,50,s,s,w,w,p,w,32,o,p,k,n,m,e
1709,f,f,g,f,f,f,c,b,p,e,b,112,k,k,b,b,p,w,28,o,l,h,v,p,p
1710,f,f,g,t,n,f,c,b,p,t,b,185,s,s,p,g,p,w,23,o,p,n,v,d,e
1711,k,y,e,f,f,f,c,n,b,t,?,34,s,s,p,p,p,w,23,o,e,w,v,d,p
1712,k,f,g,f,n,f,w,b,g,e,?,487,s,s,w,w,p,w,22,t,p,w,s,g,e
1713,f,y,w,t,p,f,c,n,w,e,e,165,s,s,w,w,p,w,22,o,p,n,s,u,p
1714,f,s,w,f,n,f,w,b,k,t,e,111,f,f,w,w,p,w,31,o,e,n,a,g,e
1715,f,f,g,f,f,f,c,b,p,e,b,238,k,k,p,p,p,w,23,o,l,h,v,p,p
1716,f,f,n,f,n,f,w,b,k,t,e,33,s,s,w,w,p,w,42,o,e,k,s,g,e
1717,k,s,p,t,n,f,c,b,w,e,?,96,s,s,w,e,p,w,23,t,e,w,c,w,e
1718,x,y,e,f,s,f,c,n,b,t,?,63,k,s,p,p,p,w,32,o,e,w,v,l,p
1719,f,y,n,t,p,f,c,n,p,e,e,219,s,s,w,w,p,w,42,o,p,k,v,g,p
1720,x,f,y,f,f,f,c,b,p,e,b,175,k,k,p,n,p,w,50,o,l,h,v,d,p
1721,x,y,g,f,f,f,c,b,h,e,b,45,k,k,b,p,p,w,65,o,l,h,y,g,p
1722,b,s,n,f,n,a,c,b,y,e,?,17,s,s,o,o,p,o,23,o,p,y,v,l,e
1723,b,f,g,f,n,f,w,b,p,e,?,17,k,k,w,w,p,w,49,t,p,w,s,g,e
1724,x,y,p,t,n,f,c,b,w,e,b,94,s,s,w,w,p,w,25,t,p,w,y,p,e
1725,x,f,p,f,c,f,w,n,p,e,b,167,s,s,w,w,p,w,31,o,p,k,v,d,p
1726,x,y,g,f,f,f,c,b,g,e,b,205,k,k,n,n,p,w,76,o,l,h,y,g,p
1727,k,s,e,f,s,f,c,n,b,t,?,189,s,k,w,p,p,w,43,o,e,w,v,d,p
1728,f,y,y,f,f,f,c,b,h,e,b,42,k,k,b,n,p,w,23,o,l,h,y,g,p
1729,f,f,y,f,f,f,c,b,p,e,b,28,k,k,n,p,p,w,23,o,l,h,y,p,p
1730,f,s,n,f,n,a,c,b,y,e,?,298,s,s,o,o,p,o,23,o,p,n,c,l,e
1731,x,y,g,f,f,f,c,b,p,e,b,329,k,k,b,b,p,w,23,o,l,h,v,d,p
1732,x,y,g,t,n,f,c,b,w,t,b,23,s,s,p,p,p,w,45,o,p,n,y,d,e
1733,x,f,g,f,f,f,c,b,p,e,b,388,k,k,p,b,p,w,37,o,l,h,y,d,p
1734,x,s,w,t,f,f,c,b,h,t,b,2,f,s,w,w,p,w,33,o,p,h,s,u,p
1735,f,f,g,f,n,f,w,b,n,t,e,78,f,s,w,w,p,w,26,o,e,n,a,g,e
1736,f,s,w,f,n,f,w,b,p,t,e,196,s,f,w,w,p,w,39,o,e,n,s,g,e
1737,x,s,n,f,y,f,c,n,b,t,?,138,k,s,p,p,p,w,23,o,e,w,v,p,p
1738,f,y,n,t,n,f,c,b,u,t,b,65,s,s,w,g,p,w,46,o,p,k,v,d,e
1739,f,s,n,f,s,f,c,n,b,t,?,26,k,s,p,w,p,w,26,o,e,w,v,p,p
1740,x,s,e,f,s,f,c,n,b,t,?,544,k,s,w,w,p,w,23,o,e,w,v,l,p
1741,x,y,g,t,n,f,c,b,w,t,b,383,s,s,g,p,p,w,23,o,p,n,y,d,e
1742,f,y,n,t,n,f,c,b,n,t,b,462,s,s,w,g,p,w,23,o,p,n,y,d,e
1743,x,y,n,t,p,f,c,n,w,e,e,43,s,s,w,w,p,w,36,o,p,k,v,g,p
1744,f,f,n,t,n,f,c,b,n,t,b,3,s,s,w,g,p,w,41,o,p,k,y,d,e
1745,x,f,y,t,a,f,w,n,n,t,b,22,s,s,w,w,p,w,29,o,p,u,v,d,e
1746,x,y,e,t,n,f,c,b,n,t,b,343,s,s,p,p,p,w,27,o,p,k,v,d,e
1747,x,s,e,f,s,f,c,n,b,t,?,125,s,s,p,p,p,w,23,o,e,w,v,l,p
1748,x,s,w,t,p,f,c,n,n,e,e,153,s,s,w,w,p,w,27,o,p,k,v,g,p
1749,f,s,w,t,a,f,w,n,w,t,b,52,s,s,w,w,p,w,32,o,p,u,v,d,e
1750,f,f,g,f,f,f,c,b,h,e,b,166,k,k,p,p,p,w,36,o,l,h,v,p,p
1751,f,f,g,f,n,f,c,n,k,e,e,71,s,s,w,w,p,w,23,o,p,n,v,u,e
1752,x,f,n,t,n,f,c,b,u,t,b,128,s,s,p,g,p,w,29,o,p,n,v,d,e
1753,x,y,e,t,n,f,c,b,w,t,b,373,s,s,p,p,p,w,24,o,p,n,v,d,e
1754,f,f,n,f,n,f,w,b,k,t,e,202,f,f,w,w,p,w,25,o,e,k,a,g,e
1755,f,y,n,t,n,f,c,b,w,t,b,130,s,s,p,g,p,w,41,o,p,k,y,d,e
1756,b,y,y,t,l,f,c,b,k,e,c,271,s,s,w,w,p,w,27,o,p,k,s,m,e
1757,f,s,g,f,n,f,w,b,n,t,e,310,f,s,w,w,p,w,24,o,e,k,s,g,e
1758,k,s,e,f,f,f,c,n,b,t,?,49,k,s,p,p,p,w,84,o,e,w,v,d,p
1759,x,y,n,f,y,f,c,n,b,t,?,8,s,s,p,w,p,w,69,o,e,w,v,d,p
1760,x,s,e,f,f,f,c,n,b,t,?,110,s,s,w,w,p,w,36,o,e,w,v,l,p
1761,f,f,g,t,n,f,c,b,n,t,b,232,s,s,p,g,p,w,26,o,p,n,v,d,e
1762,b,y,w,t,a,f,c,b,g,e,c,1,s,s,w,w,p,w,24,o,p,k,n,g,e
1763,x,s,w,t,a,f,c,b,w,e,c,1,s,s,w,w,p,w,23,o,p,k,n,g,e
1764,b,y,y,t,a,f,c,b,n,e,c,73,s,s,w,w,p,w,35,o,p,k,n,m,e
1765,x,y,y,f,f,f,c,b,p,e,b,2,k,k,p,b,p,w,32,o,l,h,y,p,p
1766,x,s,n,f,f,f,c,n,b,t,?,597,k,s,w,w,p,w,24,o,e,w,v,p,p
1767,x,f,w,t,l,f,w,n,p,t,b,109,s,s,w,w,p,w,42,o,p,u,v,d,e
1768,x,s,w,t,a,f,c,b,n,e,c,594,s,s,w,w,p,w,23,o,p,k,n,m,e
1769,f,f,g,f,n,f,w,b,h,t,e,67,s,s,w,w,p,w,31,o,e,n,a,g,e
1770,f,s,n,f,n,a,c,b,o,e,?,287,s,s,o,o,p,o,33,o,p,n,c,l,e
1771,x,y,e,f,y,f,c,n,b,t,?,1,s,k,w,w,p,w,23,o,e,w,v,l,p
1772,f,f,y,f,f,f,c,b,g,e,b,245,k,k,b,p,p,w,28,o,l,h,y,p,p
1773,k,s,e,f,f,f,c,n,b,t,?,316,s,s,w,w,p,w,23,o,e,w,v,l,p
1774,f,y,y,f,f,f,c,b,h,e,b,108,k,k,n,n,p,w,23,o,l,h,v,p,p
1775,f,f,n,t,n,f,c,b,p,t,b,202,s,s,w,p,p,w,25,o,p,n,v,d,e
1776,x,f,y,f,f,f,c,b,h,e,b,90,k,k,b,n,p,w,27,o,l,h,v,g,p
1777,x,y,y,f,f,f,c,b,p,e,b,6,k,k,n,n,p,w,25,o,l,h,y,d,p
1778,b,s,w,t,l,f,c,b,w,e,c,92,s,s,w,w,p,w,23,o,p,k,s,g,e
1779,x,f,n,f,n,f,w,b,h,t,e,411,f,s,w,w,p,w,42,o,e,k,a,g,e
1780,x,y,y,f,f,f,c,b,g,e,b,73,k,k,n,n,p,w,70,o,l,h,y,g,p
1781,f,y,y,t,l,f,c,b,p,e,r,196,s,y,w,w,p,w,44,o,p,n,y,p,e
1782,k,y,e,f,y,f,c,n,b,t,?,184,k,k,w,w,p,w,45,o,e,w,v,d,p
1783,x,s,n,f,n,a,c,b,n,e,?,9,s,s,o,o,p,o,45,o,p,b,c,l,e
1784,x,f,g,f,n,f,w,b,h,t,e,158,f,s,w,w,p,w,32,o,e,k,a,g,e
1785,b,y,b,t,n,f,c,b,r,e,b,227,s,s,w,w,p,w,72,t,p,r,v,m,p
1786,x,s,n,f,n,a,c,b,n,e,?,14,s,s,o,o,p,o,25,o,p,o,c,l,e
1787,k,s,n,f,n,a,c,b,o,e,?,474,s,s,o,o,p,o,23,o,p,b,v,l,e
1788,f,y,n,t,l,f,c,b,p,e,r,3,s,y,w,w,p,w,23,o,p,n,s,g,e
1789,x,f,n,t,n,f,c,b,w,t,b,188,s,s,w,p,p,w,59,o,p,n,v,d,e
1790,x,f,n,f,n,f,w,b,n,t,e,157,s,s,w,w,p,w,45,o,e,k,a,g,e
1791,f,f,e,t,n,f,c,b,w,t,b,122,s,s,w,p,p,w,58,o,p,k,y,d,e
1792,x,f,g,f,n,f,w,b,w,e,?,295,k,s,w,w,p,w,24,t,p,w,s,g,e
1793,x,s,y,t,l,f,w,n,p,t,b,1,s,s,w,w,p,w,23,o,p,u,v,d,e
1794,k,s,e,f,f,f,c,n,b,t,?,98,k,s,w,p,p,w,23,o,e,w,v,p,p
1795,k,f,n,f,n,f,w,n,w,e,b,267,s,s,w,n,p,w,24,o,e,w,v,l,e
1796,k,y,e,f,y,f,c,n,b,t,?,537,k,k,p,w,p,w,23,o,e,w,v,p,p
1797,f,f,g,f,n,f,w,b,n,t,e,61,f,f,w,w,p,w,42,o,e,k,a,g,e
1798,f,f,g,f,f,f,c,b,h,e,b,147,k,k,b,b,p,w,23,o,l,h,v,g,p
1799,x,y,g,f,f,f,c,b,g,e,b,456,k,k,b,b,p,w,26,o,l,h,v,g,p
1800,x,f,n,t,n,f,c,b,u,t,b,134,s,s,w,p,p,w,23,o,p,k,v,d,e
1801,x,s,b,t,f,f,c,b,w,t,b,29,s,f,w,w,p,w,28,o,p,h,v,g,p
1802,x,y,e,t,n,f,c,b,w,t,b,477,s,s,g,g,p,w,37,o,p,k,y,d,e
1803,f,y,e,f,y,f,c,n,b,t,?,265,k,s,p,p,p,w,29,o,e,w,v,p,p
1804,f,y,n,f,y,f,c,n,b,t,?,56,s,s,w,w,p,w,63,o,e,w,v,l,p
1805,x,y,g,f,f,f,c,b,g,e,b,345,k,k,p,b,p,w,91,o,l,h,v,p,p
1806,f,y,n,t,n,f,c,b,u,t,b,385,s,s,g,g,p,w,23,o,p,k,y,d,e
1807,x,f,n,t,n,f,c,b,u,t,b,463,s,s,p,p,p,w,34,o,p,k,y,d,e
1808,k,y,e,f,f,f,c,n,b,t,?,561,k,k,w,w,p,w,64,o,e,w,v,l,p
1809,f,s,p,t,n,f,c,b,e,e,?,188,s,s,w,e,p,w,27,t,e,w,c,w,e
1810,s,f,n,f,n,f,c,n,p,e,e,3,s,s,w,w,p,w,26,o,p,n,v,u,e
1811,f,s,n,f,n,f,w,b,k,t,e,5,f,f,w,w,p,w,36,o,e,n,s,g,e
1812,x,s,b,t,f,f,c,b,h,t,b,18,f,s,w,w,p,w,23,o,p,h,s,u,p
1813,k,y,n,f,f,f,c,n,b,t,?,743,k,k,p,w,p,w,30,o,e,w,v,d,p
1814,f,y,n,f,y,f,c,n,b,t,?,27,k,s,p,p,p,w,24,o,e,w,v,l,p
1815,x,f,e,t,n,f,c,b,u,t,b,385,s,s,g,g,p,w,23,o,p,k,v,d,e
1816,x,f,e,t,n,f,c,b,u,t,b,209,s,s,g,p,p,w,23,o,p,k,y,d,e
1817,x,y,y,f,f,f,c,b,p,e,b,20,k,k,n,n,p,w,23,o,l,h,v,g,p
1818,f,f,g,f,n,f,c,n,g,e,e,39,s,s,w,w,p,w,23,o,p,k,y,u,e
1819,f,f,y,f,f,f,c,b,h,e,b,144,k,k,p,b,p,w,45,o,l,h,v,d,p
1820,f,y,g,f,f,f,c,b,g,e,b,75,k,k,b,n,p,w,29,o,l,h,v,p,p
1821,f,f,y,f,f,f,c,b,p,e,b,128,k,k,n,p,p,w,30,o,l,h,v,g,p
1822,b,y,w,t,l,f,c,b,n,e,c,89,s,s,w,w,p,w,42,o,p,k,s,m,e
1823,f,f,g,f,f,f,c,b,p,e,b,64,k,k,p,b,p,w,30,o,l,h,v,d,p
1824,f,f,e,t,n,f,c,b,n,t,b,8,s,s,w,w,p,w,23,o,p,n,y,d,e
1825,x,f,n,f,n,f,w,b,n,t,e,106,s,f,w,w,p,w,33,o,e,k,a,g,e
1826,f,y,n,f,y,f,c,n,b,t,?,13,s,k,w,p,p,w,23,o,e,w,v,l,p
1827,f,f,g,t,n,f,c,b,p,t,b,366,s,s,p,p,p,w,23,o,p,k,v,d,e
1828,f,f,g,t,n,f,c,b,w,t,b,22,s,s,p,w,p,w,32,o,p,k,y,d,e
1829,x,s,g,t,f,f,c,b,w,t,b,24,s,f,w,w,p,w,24,o,p,h,v,u,p
1830,x,f,y,f,f,f,c,b,p,e,b,292,k,k,p,b,p,w,30,o,l,h,v,g,p
1831,f,y,n,f,f,f,c,n,b,t,?,235,s,k,p,w,p,w,34,o,e,w,v,p,p
1832,b,s,y,t,l,f,c,b,n,e,c,2,s,s,w,w,p,w,47,o,p,k,s,g,e
1833,k,f,w,f,n,f,w,b,w,e,?,302,k,k,w,w,p,w,30,t,p,w,s,g,e
1834,x,s,e,f,f,f,c,n,b,t,?,331,k,k,w,p,p,w,43,o,e,w,v,d,p
1835,f,f,g,f,f,f,c,b,g,e,b,153,k,k,n,p,p,w,54,o,l,h,v,g,p
1836,f,y,y,f,f,f,c,b,g,e,b,5,k,k,p,n,p,w,36,o,l,h,y,g,p
1837,x,f,n,f,n,f,w,b,p,t,e,72,s,s,w,w,p,w,23,o,e,k,s,g,e
1838,f,y,n,t,p,f,c,n,k,e,e,196,s,s,w,w,p,w,23,o,p,k,v,g,p
1839,x,f,g,f,n,f,c,n,p,e,e,2,s,s,w,w,p,w,23,o,p,k,v,u,e
1840,k,s,e,f,s,f,c,n,b,t,?,315,k,s,w,p,p,w,34,o,e,w,v,p,p
1841,b,s,n,f,n,a,c,b,o,e,?,776,s,s,o,o,p,n,23,o,p,b,c,l,e
1842,f,f,n,f,n,f,w,b,p,t,e,216,s,s,w,w,p,w,24,o,e,k,a,g,e
